nace1d,nace1d_label,nace2d,nace2d_label,nace3d,nace3d_label,nace4d,nace4d_label
A,"AGRICULTURE, FORESTRY AND FISHING",01,"Crop and animal production, hunting and related service activities",01.1,Growing of non-perennial crops,01.11,"Growing of cereals (except rice), leguminous crops and oil seeds"
A,"AGRICULTURE, FORESTRY AND FISHING",01,"Crop and animal production, hunting and related service activities",01.1,Growing of non-perennial crops,01.12,Growing of rice
A,"AGRICULTURE, FORESTRY AND FISHING",01,"Crop and animal production, hunting and related service activities",01.1,Growing of non-perennial crops,01.13,"Growing of vegetables and melons, roots and tubers"
A,"AGRICULTURE, FORESTRY AND FISHING",01,"Crop and animal production, hunting and related service activities",01.1,Growing of non-perennial crops,01.14,Growing of sugar cane
A,"AGRICULTURE, FORESTRY AND FISHING",01,"Crop and animal production, hunting and related service activities",01.1,Growing of non-perennial crops,01.15,Growing of tobacco
A,"AGRICULTURE, FORESTRY AND FISHING",01,"Crop and animal production, hunting and related service activities",01.1,Growing of non-perennial crops,01.16,Growing of fibre crops
A,"AGRICULTURE, FORESTRY AND FISHING",01,"Crop and animal production, hunting and related service activities",01.1,Growing of non-perennial crops,01.19,Growing of other non-perennial crops
A,"AGRICULTURE, FORESTRY AND FISHING",01,"Crop and animal production, hunting and related service activities",01.2,Growing of perennial crops,01.21,Growing of grapes
A,"AGRICULTURE, FORESTRY AND FISHING",01,"Crop and animal production, hunting and related service activities",01.2,Growing of perennial crops,01.22,Growing of tropical and subtropical fruits
A,"AGRICULTURE, FORESTRY AND FISHING",01,"Crop and animal production, hunting and related service activities",01.2,Growing of perennial crops,01.23,Growing of citrus fruits
A,"AGRICULTURE, FORESTRY AND FISHING",01,"Crop and animal production, hunting and related service activities",01.2,Growing of perennial crops,01.24,Growing of pome fruits and stone fruits
A,"AGRICULTURE, FORESTRY AND FISHING",01,"Crop and animal production, hunting and related service activities",01.2,Growing of perennial crops,01.25,Growing of other tree and bush fruits and nuts
A,"AGRICULTURE, FORESTRY AND FISHING",01,"Crop and animal production, hunting and related service activities",01.2,Growing of perennial crops,01.26,Growing of oleaginous fruits
A,"AGRICULTURE, FORESTRY AND FISHING",01,"Crop and animal production, hunting and related service activities",01.2,Growing of perennial crops,01.27,Growing of beverage crops
A,"AGRICULTURE, FORESTRY AND FISHING",01,"Crop and animal production, hunting and related service activities",01.2,Growing of perennial crops,01.28,"Growing of spices, aromatic, drug and pharmaceutical crops"
A,"AGRICULTURE, FORESTRY AND FISHING",01,"Crop and animal production, hunting and related service activities",01.2,Growing of perennial crops,01.29,Growing of other perennial crops
A,"AGRICULTURE, FORESTRY AND FISHING",01,"Crop and animal production, hunting and related service activities",01.3,Plant propagation,01.30,Plant propagation
A,"AGRICULTURE, FORESTRY AND FISHING",01,"Crop and animal production, hunting and related service activities",01.4,Animal production,01.41,Raising of dairy cattle
A,"AGRICULTURE, FORESTRY AND FISHING",01,"Crop and animal production, hunting and related service activities",01.4,Animal production,01.42,Raising of other cattle and buffaloes
A,"AGRICULTURE, FORESTRY AND FISHING",01,"Crop and animal production, hunting and related service activities",01.4,Animal production,01.43,Raising of horses and other equines
A,"AGRICULTURE, FORESTRY AND FISHING",01,"Crop and animal production, hunting and related service activities",01.4,Animal production,01.44,Raising of camels and camelids
A,"AGRICULTURE, FORESTRY AND FISHING",01,"Crop and animal production, hunting and related service activities",01.4,Animal production,01.45,Raising of sheep and goats
A,"AGRICULTURE, FORESTRY AND FISHING",01,"Crop and animal production, hunting and related service activities",01.4,Animal production,01.46,Raising of swine/pigs
A,"AGRICULTURE, FORESTRY AND FISHING",01,"Crop and animal production, hunting and related service activities",01.4,Animal production,01.47,Raising of poultry
A,"AGRICULTURE, FORESTRY AND FISHING",01,"Crop and animal production, hunting and related service activities",01.4,Animal production,01.49,Raising of other animals
A,"AGRICULTURE, FORESTRY AND FISHING",01,"Crop and animal production, hunting and related service activities",01.5,Mixed farming,01.50,Mixed farming
A,"AGRICULTURE, FORESTRY AND FISHING",01,"Crop and animal production, hunting and related service activities",01.6,Support activities to agriculture and post-harvest crop activities,01.61,Support activities for crop production
A,"AGRICULTURE, FORESTRY AND FISHING",01,"Crop and animal production, hunting and related service activities",01.6,Support activities to agriculture and post-harvest crop activities,01.62,Support activities for animal production
A,"AGRICULTURE, FORESTRY AND FISHING",01,"Crop and animal production, hunting and related service activities",01.6,Support activities to agriculture and post-harvest crop activities,01.63,Post-harvest crop activities
A,"AGRICULTURE, FORESTRY AND FISHING",01,"Crop and animal production, hunting and related service activities",01.6,Support activities to agriculture and post-harvest crop activities,01.64,Seed processing for propagation
A,"AGRICULTURE, FORESTRY AND FISHING",01,"Crop and animal production, hunting and related service activities",01.7,"Hunting, trapping and related service activities",01.70,"Hunting, trapping and related service activities"
A,"AGRICULTURE, FORESTRY AND FISHING",02,Forestry and logging,02.1,Silviculture and other forestry activities,02.10,Silviculture and other forestry activities
A,"AGRICULTURE, FORESTRY AND FISHING",02,Forestry and logging,02.2,Logging,02.20,Logging
A,"AGRICULTURE, FORESTRY AND FISHING",02,Forestry and logging,02.3,Gathering of wild growing non-wood products,02.30,Gathering of wild growing non-wood products
A,"AGRICULTURE, FORESTRY AND FISHING",02,Forestry and logging,02.4,Support services to forestry,02.40,Support services to forestry
A,"AGRICULTURE, FORESTRY AND FISHING",03,Fishing and aquaculture,03.1,Fishing,03.11,Marine fishing
A,"AGRICULTURE, FORESTRY AND FISHING",03,Fishing and aquaculture,03.1,Fishing,03.12,Freshwater fishing
A,"AGRICULTURE, FORESTRY AND FISHING",03,Fishing and aquaculture,03.2,Aquaculture,03.21,Marine aquaculture
A,"AGRICULTURE, FORESTRY AND FISHING",03,Fishing and aquaculture,03.2,Aquaculture,03.22,Freshwater aquaculture
B,MINING AND QUARRYING,05,Mining of coal and lignite,05.1,Mining of hard coal,05.10,Mining of hard coal
B,MINING AND QUARRYING,05,Mining of coal and lignite,05.2,Mining of lignite,05.20,Mining of lignite
B,MINING AND QUARRYING,06,Extraction of crude petroleum and natural gas,06.1,Extraction of crude petroleum,06.10,Extraction of crude petroleum
B,MINING AND QUARRYING,06,Extraction of crude petroleum and natural gas,06.2,Extraction of natural gas,06.20,Extraction of natural gas
B,MINING AND QUARRYING,07,Mining of metal ores,07.1,Mining of iron ores,07.10,Mining of iron ores
B,MINING AND QUARRYING,07,Mining of metal ores,07.2,Mining of non-ferrous metal ores,07.21,Mining of uranium and thorium ores
B,MINING AND QUARRYING,07,Mining of metal ores,07.2,Mining of non-ferrous metal ores,07.29,Mining of other non-ferrous metal ores
B,MINING AND QUARRYING,08,Other mining and quarrying,08.1,"Quarrying of stone, sand and clay",08.11,"Quarrying of ornamental and building stone, limestone, gypsum, chalk and slate"
B,MINING AND QUARRYING,08,Other mining and quarrying,08.1,"Quarrying of stone, sand and clay",08.12,Operation of gravel and sand pits; mining of clays and kaolin
B,MINING AND QUARRYING,08,Other mining and quarrying,08.9,Mining and quarrying n.e.c.,08.91,Mining of chemical and fertiliser minerals
B,MINING AND QUARRYING,08,Other mining and quarrying,08.9,Mining and quarrying n.e.c.,08.92,Extraction of peat
B,MINING AND QUARRYING,08,Other mining and quarrying,08.9,Mining and quarrying n.e.c.,08.93,Extraction of salt
B,MINING AND QUARRYING,08,Other mining and quarrying,08.9,Mining and quarrying n.e.c.,08.99,Other mining and quarrying n.e.c.
B,MINING AND QUARRYING,09,Mining support service activities,09.1,Support activities for petroleum and natural gas extraction,09.10,Support activities for petroleum and natural gas extraction
B,MINING AND QUARRYING,09,Mining support service activities,09.9,Support activities for other mining and quarrying,09.90,Support activities for other mining and quarrying
C,MANUFACTURING,10,Manufacture of food products,10.1,Processing and preserving of meat and production of meat products,10.11,Processing and preserving of meat
C,MANUFACTURING,10,Manufacture of food products,10.1,Processing and preserving of meat and production of meat products,10.12,Processing and preserving of poultry meat
C,MANUFACTURING,10,Manufacture of food products,10.1,Processing and preserving of meat and production of meat products,10.13,Production of meat and poultry meat products
C,MANUFACTURING,10,Manufacture of food products,10.2,"Processing and preserving of fish, crustaceans and molluscs",10.20,"Processing and preserving of fish, crustaceans and molluscs"
C,MANUFACTURING,10,Manufacture of food products,10.3,Processing and preserving of fruit and vegetables,10.31,Processing and preserving of potatoes
C,MANUFACTURING,10,Manufacture of food products,10.3,Processing and preserving of fruit and vegetables,10.32,Manufacture of fruit and vegetable juice
C,MANUFACTURING,10,Manufacture of food products,10.3,Processing and preserving of fruit and vegetables,10.39,Other processing and preserving of fruit and vegetables
C,MANUFACTURING,10,Manufacture of food products,10.4,Manufacture of vegetable and animal oils and fats,10.41,Manufacture of oils and fats
C,MANUFACTURING,10,Manufacture of food products,10.4,Manufacture of vegetable and animal oils and fats,10.42,Manufacture of margarine and similar edible fats
C,MANUFACTURING,10,Manufacture of food products,10.5,Manufacture of dairy products,10.51,Operation of dairies and cheese making
C,MANUFACTURING,10,Manufacture of food products,10.5,Manufacture of dairy products,10.52,Manufacture of ice cream
C,MANUFACTURING,10,Manufacture of food products,10.6,"Manufacture of grain mill products, starches and starch products",10.61,Manufacture of grain mill products
C,MANUFACTURING,10,Manufacture of food products,10.6,"Manufacture of grain mill products, starches and starch products",10.62,Manufacture of starches and starch products
C,MANUFACTURING,10,Manufacture of food products,10.7,Manufacture of bakery and farinaceous products,10.71,Manufacture of bread; manufacture of fresh pastry goods and cakes
C,MANUFACTURING,10,Manufacture of food products,10.7,Manufacture of bakery and farinaceous products,10.72,Manufacture of rusks and biscuits; manufacture of preserved pastry goods and cakes
C,MANUFACTURING,10,Manufacture of food products,10.7,Manufacture of bakery and farinaceous products,10.73,"Manufacture of macaroni, noodles, couscous and similar farinaceous products"
C,MANUFACTURING,10,Manufacture of food products,10.8,Manufacture of other food products,10.81,Manufacture of sugar
C,MANUFACTURING,10,Manufacture of food products,10.8,Manufacture of other food products,10.82,"Manufacture of cocoa, chocolate and sugar confectionery"
C,MANUFACTURING,10,Manufacture of food products,10.8,Manufacture of other food products,10.83,Processing of tea and coffee
C,MANUFACTURING,10,Manufacture of food products,10.8,Manufacture of other food products,10.84,Manufacture of condiments and seasonings
C,MANUFACTURING,10,Manufacture of food products,10.8,Manufacture of other food products,10.85,Manufacture of prepared meals and dishes
C,MANUFACTURING,10,Manufacture of food products,10.8,Manufacture of other food products,10.86,Manufacture of homogenised food preparations and dietetic food
C,MANUFACTURING,10,Manufacture of food products,10.8,Manufacture of other food products,10.89,Manufacture of other food products n.e.c.
C,MANUFACTURING,10,Manufacture of food products,10.9,Manufacture of prepared animal feeds,10.91,Manufacture of prepared feeds for farm animals
C,MANUFACTURING,10,Manufacture of food products,10.9,Manufacture of prepared animal feeds,10.92,Manufacture of prepared pet foods
C,MANUFACTURING,11,Manufacture of beverages,11.0,Manufacture of beverages,11.01,"Distilling, rectifying and blending of spirits"
C,MANUFACTURING,11,Manufacture of beverages,11.0,Manufacture of beverages,11.02,Manufacture of wine from grape
C,MANUFACTURING,11,Manufacture of beverages,11.0,Manufacture of beverages,11.03,Manufacture of cider and other fruit wines
C,MANUFACTURING,11,Manufacture of beverages,11.0,Manufacture of beverages,11.04,Manufacture of other non-distilled fermented beverages
C,MANUFACTURING,11,Manufacture of beverages,11.0,Manufacture of beverages,11.05,Manufacture of beer
C,MANUFACTURING,11,Manufacture of beverages,11.0,Manufacture of beverages,11.06,Manufacture of malt
C,MANUFACTURING,11,Manufacture of beverages,11.0,Manufacture of beverages,11.07,Manufacture of soft drinks; production of mineral waters and other bottled waters
C,MANUFACTURING,12,Manufacture of tobacco products,12.0,Manufacture of tobacco products,12.00,Manufacture of tobacco products
C,MANUFACTURING,13,Manufacture of textiles,13.1,Preparation and spinning of textile fibres,13.10,Preparation and spinning of textile fibres
C,MANUFACTURING,13,Manufacture of textiles,13.2,Weaving of textiles,13.20,Weaving of textiles
C,MANUFACTURING,13,Manufacture of textiles,13.3,Finishing of textiles,13.30,Finishing of textiles
C,MANUFACTURING,13,Manufacture of textiles,13.9,Manufacture of other textiles,13.91,Manufacture of knitted and crocheted fabrics
C,MANUFACTURING,13,Manufacture of textiles,13.9,Manufacture of other textiles,13.92,"Manufacture of made-up textile articles, except apparel"
C,MANUFACTURING,13,Manufacture of textiles,13.9,Manufacture of other textiles,13.93,Manufacture of carpets and rugs
C,MANUFACTURING,13,Manufacture of textiles,13.9,Manufacture of other textiles,13.94,"Manufacture of cordage, rope, twine and netting"
C,MANUFACTURING,13,Manufacture of textiles,13.9,Manufacture of other textiles,13.95,"Manufacture of non-wovens and articles made from non-wovens, except apparel"
C,MANUFACTURING,13,Manufacture of textiles,13.9,Manufacture of other textiles,13.96,Manufacture of other technical and industrial textiles
C,MANUFACTURING,13,Manufacture of textiles,13.9,Manufacture of other textiles,13.99,Manufacture of other textiles n.e.c.
C,MANUFACTURING,14,Manufacture of wearing apparel,14.1,"Manufacture of wearing apparel, except fur apparel",14.11,Manufacture of leather clothes
C,MANUFACTURING,14,Manufacture of wearing apparel,14.1,"Manufacture of wearing apparel, except fur apparel",14.12,Manufacture of workwear
C,MANUFACTURING,14,Manufacture of wearing apparel,14.1,"Manufacture of wearing apparel, except fur apparel",14.13,Manufacture of other outerwear
C,MANUFACTURING,14,Manufacture of wearing apparel,14.1,"Manufacture of wearing apparel, except fur apparel",14.14,Manufacture of underwear
C,MANUFACTURING,14,Manufacture of wearing apparel,14.1,"Manufacture of wearing apparel, except fur apparel",14.19,Manufacture of other wearing apparel and accessories
C,MANUFACTURING,14,Manufacture of wearing apparel,14.2,Manufacture of articles of fur,14.20,Manufacture of articles of fur
C,MANUFACTURING,14,Manufacture of wearing apparel,14.3,Manufacture of knitted and crocheted apparel,14.31,Manufacture of knitted and crocheted hosiery
C,MANUFACTURING,14,Manufacture of wearing apparel,14.3,Manufacture of knitted and crocheted apparel,14.39,Manufacture of other knitted and crocheted apparel
C,MANUFACTURING,15,Manufacture of leather and related products,15.1,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery and harness; dressing and dyeing of fur",15.11,Tanning and dressing of leather; dressing and dyeing of fur
C,MANUFACTURING,15,Manufacture of leather and related products,15.1,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery and harness; dressing and dyeing of fur",15.12,"Manufacture of luggage, handbags and the like, saddlery and harness"
C,MANUFACTURING,15,Manufacture of leather and related products,15.2,Manufacture of footwear,15.20,Manufacture of footwear
C,MANUFACTURING,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",16.1,Sawmilling and planing of wood,16.10,Sawmilling and planing of wood
C,MANUFACTURING,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",16.2,"Manufacture of products of wood, cork, straw and plaiting materials",16.21,Manufacture of veneer sheets and wood-based panels
C,MANUFACTURING,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",16.2,"Manufacture of products of wood, cork, straw and plaiting materials",16.22,Manufacture of assembled parquet floors
C,MANUFACTURING,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",16.2,"Manufacture of products of wood, cork, straw and plaiting materials",16.23,Manufacture of other builders' carpentry and joinery
C,MANUFACTURING,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",16.2,"Manufacture of products of wood, cork, straw and plaiting materials",16.24,Manufacture of wooden containers
C,MANUFACTURING,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",16.2,"Manufacture of products of wood, cork, straw and plaiting materials",16.29,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials"
C,MANUFACTURING,17,Manufacture of paper and paper products,17.1,"Manufacture of pulp, paper and paperboard",17.11,Manufacture of pulp
C,MANUFACTURING,17,Manufacture of paper and paper products,17.1,"Manufacture of pulp, paper and paperboard",17.12,Manufacture of paper and paperboard
C,MANUFACTURING,17,Manufacture of paper and paper products,17.2,Manufacture of articles of paper and paperboard,17.21,Manufacture of corrugated paper and paperboard and of containers of paper and paperboard
C,MANUFACTURING,17,Manufacture of paper and paper products,17.2,Manufacture of articles of paper and paperboard,17.22,Manufacture of household and sanitary goods and of toilet requisites
C,MANUFACTURING,17,Manufacture of paper and paper products,17.2,Manufacture of articles of paper and paperboard,17.23,Manufacture of paper stationery
C,MANUFACTURING,17,Manufacture of paper and paper products,17.2,Manufacture of articles of paper and paperboard,17.24,Manufacture of wallpaper
C,MANUFACTURING,17,Manufacture of paper and paper products,17.2,Manufacture of articles of paper and paperboard,17.29,Manufacture of other articles of paper and paperboard
C,MANUFACTURING,18,Printing and reproduction of recorded media,18.1,Printing and service activities related to printing,18.11,Printing of newspapers
C,MANUFACTURING,18,Printing and reproduction of recorded media,18.1,Printing and service activities related to printing,18.12,Other printing
C,MANUFACTURING,18,Printing and reproduction of recorded media,18.1,Printing and service activities related to printing,18.13,Pre-press and pre-media services
C,MANUFACTURING,18,Printing and reproduction of recorded media,18.1,Printing and service activities related to printing,18.14,Binding and related services
C,MANUFACTURING,18,Printing and reproduction of recorded media,18.2,Reproduction of recorded media,18.20,Reproduction of recorded media
C,MANUFACTURING,19,Manufacture of coke and refined petroleum products,19.1,Manufacture of coke oven products,19.10,Manufacture of coke oven products
C,MANUFACTURING,19,Manufacture of coke and refined petroleum products,19.2,Manufacture of refined petroleum products,19.20,Manufacture of refined petroleum products
C,MANUFACTURING,20,Manufacture of chemicals and chemical products,20.1,"Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms",20.11,Manufacture of industrial gases
C,MANUFACTURING,20,Manufacture of chemicals and chemical products,20.1,"Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms",20.12,Manufacture of dyes and pigments
C,MANUFACTURING,20,Manufacture of chemicals and chemical products,20.1,"Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms",20.13,Manufacture of other inorganic basic chemicals
C,MANUFACTURING,20,Manufacture of chemicals and chemical products,20.1,"Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms",20.14,Manufacture of other organic basic chemicals
C,MANUFACTURING,20,Manufacture of chemicals and chemical products,20.1,"Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms",20.15,Manufacture of fertilisers and nitrogen compounds
C,MANUFACTURING,20,Manufacture of chemicals and chemical products,20.1,"Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms",20.16,Manufacture of plastics in primary forms
C,MANUFACTURING,20,Manufacture of chemicals and chemical products,20.1,"Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms",20.17,Manufacture of synthetic rubber in primary forms
C,MANUFACTURING,20,Manufacture of chemicals and chemical products,20.2,Manufacture of pesticides and other agrochemical products,20.20,Manufacture of pesticides and other agrochemical products
C,MANUFACTURING,20,Manufacture of chemicals and chemical products,20.3,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",20.30,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics"
C,MANUFACTURING,20,Manufacture of chemicals and chemical products,20.4,"Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",20.41,"Manufacture of soap and detergents, cleaning and polishing preparations"
C,MANUFACTURING,20,Manufacture of chemicals and chemical products,20.4,"Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",20.42,Manufacture of perfumes and toilet preparations
C,MANUFACTURING,20,Manufacture of chemicals and chemical products,20.5,Manufacture of other chemical products,20.51,Manufacture of explosives
C,MANUFACTURING,20,Manufacture of chemicals and chemical products,20.5,Manufacture of other chemical products,20.52,Manufacture of glues
C,MANUFACTURING,20,Manufacture of chemicals and chemical products,20.5,Manufacture of other chemical products,20.53,Manufacture of essential oils
C,MANUFACTURING,20,Manufacture of chemicals and chemical products,20.5,Manufacture of other chemical products,20.59,Manufacture of other chemical products n.e.c.
C,MANUFACTURING,20,Manufacture of chemicals and chemical products,20.6,Manufacture of man-made fibres,20.60,Manufacture of man-made fibres
C,MANUFACTURING,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,21.1,Manufacture of basic pharmaceutical products,21.10,Manufacture of basic pharmaceutical products
C,MANUFACTURING,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,21.2,Manufacture of pharmaceutical preparations,21.20,Manufacture of pharmaceutical preparations
C,MANUFACTURING,22,Manufacture of rubber and plastic products,22.1,Manufacture of rubber products,22.11,Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres
C,MANUFACTURING,22,Manufacture of rubber and plastic products,22.1,Manufacture of rubber products,22.19,Manufacture of other rubber products
C,MANUFACTURING,22,Manufacture of rubber and plastic products,22.2,Manufacture of plastic products,22.21,"Manufacture of plastic plates, sheets, tubes and profiles"
C,MANUFACTURING,22,Manufacture of rubber and plastic products,22.2,Manufacture of plastic products,22.22,Manufacture of plastic packing goods
C,MANUFACTURING,22,Manufacture of rubber and plastic products,22.2,Manufacture of plastic products,22.23,Manufacture of builders’ ware of plastic
C,MANUFACTURING,22,Manufacture of rubber and plastic products,22.2,Manufacture of plastic products,22.29,Manufacture of other plastic products
C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.1,Manufacture of glass and glass products,23.11,Manufacture of flat glass
C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.1,Manufacture of glass and glass products,23.12,Shaping and processing of flat glass
C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.1,Manufacture of glass and glass products,23.13,Manufacture of hollow glass
C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.1,Manufacture of glass and glass products,23.14,Manufacture of glass fibres
C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.1,Manufacture of glass and glass products,23.19,"Manufacture and processing of other glass, including technical glassware"
C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.2,Manufacture of refractory products,23.20,Manufacture of refractory products
C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.3,Manufacture of clay building materials,23.31,Manufacture of ceramic tiles and flags
C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.3,Manufacture of clay building materials,23.32,"Manufacture of bricks, tiles and construction products, in baked clay"
C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.4,Manufacture of other porcelain and ceramic products,23.41,Manufacture of ceramic household and ornamental articles
C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.4,Manufacture of other porcelain and ceramic products,23.42,Manufacture of ceramic sanitary fixtures
C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.4,Manufacture of other porcelain and ceramic products,23.43,Manufacture of ceramic insulators and insulating fittings
C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.4,Manufacture of other porcelain and ceramic products,23.44,Manufacture of other technical ceramic products
C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.4,Manufacture of other porcelain and ceramic products,23.49,Manufacture of other ceramic products
C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.5,"Manufacture of cement, lime and plaster",23.51,Manufacture of cement
C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.5,"Manufacture of cement, lime and plaster",23.52,Manufacture of lime and plaster
C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.6,"Manufacture of articles of concrete, cement and plaster",23.61,Manufacture of concrete products for construction purposes
C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.6,"Manufacture of articles of concrete, cement and plaster",23.62,Manufacture of plaster products for construction purposes
C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.6,"Manufacture of articles of concrete, cement and plaster",23.63,Manufacture of ready-mixed concrete
C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.6,"Manufacture of articles of concrete, cement and plaster",23.64,Manufacture of mortars
C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.6,"Manufacture of articles of concrete, cement and plaster",23.65,Manufacture of fibre cement
C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.6,"Manufacture of articles of concrete, cement and plaster",23.69,"Manufacture of other articles of concrete, plaster and cement"
C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.7,"Cutting, shaping and finishing of stone",23.70,"Cutting, shaping and finishing of stone"
C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.9,Manufacture of abrasive products and non-metallic mineral products n.e.c.,23.91,Production of abrasive products
C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.9,Manufacture of abrasive products and non-metallic mineral products n.e.c.,23.99,Manufacture of other non-metallic mineral products n.e.c.
C,MANUFACTURING,24,Manufacture of basic metals,24.1,Manufacture of basic iron and steel and of ferro-alloys,24.10,Manufacture of basic iron and steel and of ferro-alloys
C,MANUFACTURING,24,Manufacture of basic metals,24.2,"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",24.20,"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel"
C,MANUFACTURING,24,Manufacture of basic metals,24.3,Manufacture of other products of first processing of steel,24.31,Cold drawing of bars
C,MANUFACTURING,24,Manufacture of basic metals,24.3,Manufacture of other products of first processing of steel,24.32,Cold rolling of narrow strip
C,MANUFACTURING,24,Manufacture of basic metals,24.3,Manufacture of other products of first processing of steel,24.33,Cold forming or folding
C,MANUFACTURING,24,Manufacture of basic metals,24.3,Manufacture of other products of first processing of steel,24.34,Cold drawing of wire
C,MANUFACTURING,24,Manufacture of basic metals,24.4,Manufacture of basic precious and other non-ferrous metals,24.41,Precious metals production
C,MANUFACTURING,24,Manufacture of basic metals,24.4,Manufacture of basic precious and other non-ferrous metals,24.42,Aluminium production
C,MANUFACTURING,24,Manufacture of basic metals,24.4,Manufacture of basic precious and other non-ferrous metals,24.43,"Lead, zinc and tin production"
C,MANUFACTURING,24,Manufacture of basic metals,24.4,Manufacture of basic precious and other non-ferrous metals,24.44,Copper production
C,MANUFACTURING,24,Manufacture of basic metals,24.4,Manufacture of basic precious and other non-ferrous metals,24.45,Other non-ferrous metal production
C,MANUFACTURING,24,Manufacture of basic metals,24.4,Manufacture of basic precious and other non-ferrous metals,24.46,Processing of nuclear fuel
C,MANUFACTURING,24,Manufacture of basic metals,24.5,Casting of metals,24.51,Casting of iron
C,MANUFACTURING,24,Manufacture of basic metals,24.5,Casting of metals,24.52,Casting of steel
C,MANUFACTURING,24,Manufacture of basic metals,24.5,Casting of metals,24.53,Casting of light metals
C,MANUFACTURING,24,Manufacture of basic metals,24.5,Casting of metals,24.54,Casting of other non-ferrous metals
C,MANUFACTURING,25,"Manufacture of fabricated metal products, except machinery and equipment",25.1,Manufacture of structural metal products,25.11,Manufacture of metal structures and parts of structures
C,MANUFACTURING,25,"Manufacture of fabricated metal products, except machinery and equipment",25.1,Manufacture of structural metal products,25.12,Manufacture of doors and windows of metal
C,MANUFACTURING,25,"Manufacture of fabricated metal products, except machinery and equipment",25.2,"Manufacture of tanks, reservoirs and containers of metal",25.21,Manufacture of central heating radiators and boilers
C,MANUFACTURING,25,"Manufacture of fabricated metal products, except machinery and equipment",25.2,"Manufacture of tanks, reservoirs and containers of metal",25.29,"Manufacture of other tanks, reservoirs and containers of metal"
C,MANUFACTURING,25,"Manufacture of fabricated metal products, except machinery and equipment",25.3,"Manufacture of steam generators, except central heating hot water boilers",25.30,"Manufacture of steam generators, except central heating hot water boilers"
C,MANUFACTURING,25,"Manufacture of fabricated metal products, except machinery and equipment",25.4,Manufacture of weapons and ammunition,25.40,Manufacture of weapons and ammunition
C,MANUFACTURING,25,"Manufacture of fabricated metal products, except machinery and equipment",25.5,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",25.50,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy"
